Date,Action,Symbol,Description,Quantity,Price,Fees & Comm,Amount
11/18/2024 as of 11/15/2024,Expired,AMD 11/15/2024 152.50 C,CALL ADVANCED MICRO DEVI$152.5 EXP 11/15/24,10,,,
11/18/2024 as of 11/15/2024,Expired,NVDA 11/15/2024 150.00 C,CALL NVIDIA CORP $150 EXP 11/15/24,20,,,
11/18/2024 as of 11/15/2024,Expired,AAPL 11/15/2024 225.00 C,CALL APPLE INC $225 EXP 11/15/24,10,,,
11/18/2024 as of 11/15/2024,Assigned,GOOGL 11/15/2024 177.50 P,PUT ALPHABET INC $177.5 EXP 11/15/24,10,,,
11/15/24,Buy to Close,AMD 11/22/2024 130.00 P,PUT ADVANCED MICRO DEVIC$130 EXP 11/22/24,10,$1.19 ,$2.61 ,"($1,192.61)"
11/14/24,Qualified Dividend,AAPL,APPLE INC,,,,$250.00 
11/13/24,Sell to Open,AMD 11/22/2024 130.00 P,PUT ADVANCED MICRO DEVIC$130 EXP 11/22/24,10,$0.70 ,$2.66 ,$697.34 
11/11/24,Sell to Open,NKE 11/22/2024 79.00 C,CALL NIKE INC $79 EXP 11/22/24,10,$0.50 ,$2.65 ,$497.35 
11/11/24,Sell to Open,NVDA 11/15/2024 150.00 C,CALL NVIDIA CORP $150 EXP 11/15/24,20,$0.75 ,$5.32 ,"$1,494.68 "
11/11/24,Sell to Open,GOOGL 11/15/2024 177.50 P,PUT ALPHABET INC $177.5 EXP 11/15/24,10,$0.70 ,$2.66 ,$697.34 
11/11/24,Sell to Open,AMD 11/15/2024 152.50 C,CALL ADVANCED MICRO DEVI$152.5 EXP 11/15/24,10,$0.65 ,$2.66 ,$647.34 
11/11/24,Sell to Open,AAPL 11/15/2024 225.00 C,CALL APPLE INC $225 EXP 11/15/24,10,$1.31 ,$2.68 ,"$1,307.32 "
11/11/2024 as of 11/08/2024,Expired,NKE 11/08/2024 79.00 C,CALL NIKE INC $79 EXP 11/08/24,10,,,
11/11/2024 as of 11/08/2024,Expired,AMD 11/08/2024 150.00 C,CALL ADVANCED MICRO DEVI$150 EXP 11/08/24,10,,,
11/11/2024 as of 11/08/2024,Assigned,GOOGL 11/08/2024 177.50 C,CALL ALPHABET INC $177.5 EXP 11/08/24,10,,,
11/11/2024 as of 11/08/2024,Sell,GOOGL,ALPHABET INC CLASS A,"1,000",$177.50 ,$5.10 ,"$177,494.90 "
11/7/24,Buy to Close,SMCI 11/08/2024 37.00 C,CALL SUPER MICRO COMPUTE$37 EXP 11/08/24,10,$0.06 ,$2.61 ,($62.61)
11/7/24,Sell to Close,SMCI 03/21/2025 64.00 P,PUT SUPER MICRO COMPUTER$64 EXP 03/21/25,20,$39.75 ,$7.49 ,"$79,492.51 "
11/7/24,Sell,SMCI,SUPER MICRO COMPUTER INC,"2,000",$24.21 ,$1.68 ,"$48,423.92 "
11/07/2024 as of 11/06/2024,Assigned,SMCI 03/21/2025 90.00 P,PUT SUPER MICRO COMPUTER$90 EXP 03/21/25,10,,,
11/07/2024 as of 11/06/2024,Buy,SMCI,SUPER MICRO COMPUTER INC,"1,000",$90.00 ,,"($90,000.00)"
11/4/24,Buy to Close,AMZN 03/21/2025 225.00 C,CALL AMAZON.COM INC $225 EXP 03/21/25,10,$5.25 ,$2.61 ,"($5,252.61)"
11/4/24,Sell to Close,AMZN 03/21/2025 210.00 P,PUT AMAZON.COM INC $210 EXP 03/21/25,20,$20.30 ,$6.41 ,"$40,593.59 "
11/4/24,Sell,AMZN,AMAZON.COM INC,"1,000",$195.80 ,$5.61 ,"$195,795.47 "
11/4/24,Buy to Close,AMZN 03/21/2025 225.00 P,PUT AMAZON.COM INC $225 EXP 03/21/25,10,$31.20 ,$2.61 ,"($31,202.61)"
11/4/24,Sell to Close,IWM 03/31/2025 218.00 P,PUT ISHR RUSSELL 2000 $218 EXP 03/31/25,20,$9.89 ,$5.83 ,"$19,774.17 "
11/4/24,Sell,IWM,ISHARES RUSSELL 2000 ETF,"1,000",$220.92 ,$6.31 ,"$220,913.79 "
11/4/24,Buy to Close,IWM 03/31/2025 226.00 P,PUT ISHR RUSSELL 2000 $226 EXP 03/31/25,10,$13.65 ,$2.61 ,"($13,652.61)"
11/4/24,Sell to Close,ULTA 01/17/2025 390.00 P,PUT ULTA BEAUTY INC $390 EXP 01/17/25,20,$28.20 ,$6.85 ,"$56,393.15 "
11/4/24,Buy to Close,ULTA 01/17/2025 400.00 P,PUT ULTA BEAUTY INC $400 EXP 01/17/25,10,$34.40 ,$2.61 ,"($34,402.61)"
11/4/24,Sell to Close,GLD 03/31/2025 240.00 P,PUT SPDR GOLD TR $240 EXP 03/31/25,20,$3.88 ,$5.50 ,"$7,754.50 "
11/4/24,Sell,GLD,SPDR GOLD SHARES ETF,"1,000",$252.86 ,$7.20 ,"$252,852.90 "
11/4/24,Buy to Close,GLD 03/31/2025 250.00 P,PUT SPDR GOLD TR $250 EXP 03/31/25,10,$7.33 ,$2.61 ,"($7,334.61)"
11/4/24,Buy to Close,UAL 11/08/2024 77.00 P,PUT UNITED AIRLINES HLDG$77 EXP 11/08/24,10,$1.26 ,$2.61 ,"($1,262.61)"
11/4/24,Sell to Close,UAL 03/21/2025 75.00 P,PUT UNITED AIRLINES HLDG$75 EXP 03/21/25,20,$6.35 ,$5.63 ,"$12,694.37 "
11/4/24,Buy to Close,UAL 03/21/2025 80.00 P,PUT UNITED AIRLINES HLDG$80 EXP 03/21/25,10,$8.90 ,$2.61 ,"($8,902.61)"
11/4/24,Sell to Close,CVX 03/21/2025 155.00 P,PUT CHEVRON CORP NEW $155 EXP 03/21/25,20,$9.35 ,$5.80 ,"$18,694.20 "
11/4/24,Buy to Close,CVX 03/21/2025 175.00 P,PUT CHEVRON CORP NEW $175 EXP 03/21/25,10,$23.72 ,$2.61 ,"($23,720.61)"
11/4/24,Sell to Close,SBUX 03/21/2025 100.00 P,PUT STARBUCKS CORP $100 EXP 03/21/25,20,$8.05 ,$5.73 ,"$16,094.27 "
11/4/24,Buy to Close,SBUX 03/21/2025 115.00 P,PUT STARBUCKS CORP $115 EXP 03/21/25,10,$19.05 ,$2.61 ,"($19,052.61)"
11/4/24,Buy to Close,WMT 03/21/2025 90.00 P,PUT WALMART INC $90 EXP 03/21/25,10,$9.00 ,$2.61 ,"($9,002.61)"
11/4/24,Sell to Close,WMT 03/21/2025 85.00 P,PUT WALMART INC $85 EXP 03/21/25,20,$5.75 ,$5.60 ,"$11,494.40 "
11/4/24,Sell to Close,ULTA 11/08/2024 415.00 C,CALL ULTA BEAUTY INC $415 EXP 11/08/24,10,$0.40 ,$2.65 ,$397.35 
11/4/24,Buy to Close,ULTA 11/08/2024 410.00 C,CALL ULTA BEAUTY INC $410 EXP 11/08/24,10,$0.70 ,$2.61 ,($702.61)
11/4/24,Buy to Close,ULTA 11/08/2024 330.00 P,PUT ULTA BEAUTY INC $330 EXP 11/08/24,10,$0.50 ,$2.61 ,($502.61)
11/4/24,Sell to Close,ULTA 11/08/2024 325.00 P,PUT ULTA BEAUTY INC $325 EXP 11/08/24,10,$0.40 ,$2.65 ,$397.35 
11/04/2024 as of 11/01/2024,Expired,TSLA 11/01/2024 237.50 P,PUT TESLA INC $237.5 EXP 11/01/24,-20,,,
11/04/2024 as of 11/01/2024,Expired,ARM 11/01/2024 137.00 P,PUT ARM HLDGS PLC $137 EXP 11/01/24,-10,,,
11/04/2024 as of 11/01/2024,Expired,ARM 11/01/2024 133.00 P,PUT ARM HLDGS PLC $133 EXP 11/01/24,-10,,,
11/04/2024 as of 11/01/2024,Expired,SPXW 11/01/2024 5695.00 P,PUT S & P ...500 INDEX $5695 EXP 11/01/24,-10,,,
11/04/2024 as of 11/01/2024,Expired,SPXW 11/01/2024 5930.00 C,CALL S & P ...500 INDEX $5930 EXP 11/01/24,-10,,,
11/04/2024 as of 11/01/2024,Expired,SPXW 11/01/2024 5925.00 C,CALL S & P ...500 INDEX $5925 EXP 11/01/24,10,,,
11/04/2024 as of 11/01/2024,Sell,TSLA,TESLA INC,"2,000",$240.00 ,$13.67 ,"$479,986.33 "
11/04/2024 as of 11/01/2024,Sell,ARM,ARM HLDGS PLC FUNSPONSORED ADR 1 ADR REPS 1 ORD SHS,"1,000",$136.00 ,$3.95 ,"$135,996.05 "
11/04/2024 as of 11/01/2024,Sell,ARM,ARM HLDGS PLC FUNSPONSORED ADR 1 ADR REPS 1 ORD SHS,"1,000",$140.00 ,$4.06 ,"$139,995.94 "
11/04/2024 as of 11/01/2024,Buy,GLD,SPDR GOLD SHARES ETF,"1,000",$255.00 ,,"($255,000.00)"
11/04/2024 as of 11/01/2024,Buy,NVDA,NVIDIA CORP,"2,000",$140.00 ,,"($280,000.00)"
11/04/2024 as of 11/01/2024,Expired,CVX 11/01/2024 155.00 C,CALL CHEVRON CORP NEW $155 EXP 11/01/24,10,,,
11/04/2024 as of 11/01/2024,Expired,COST 11/01/2024 850.00 P,PUT COSTCO WHSL CORP NEW$850 EXP 11/01/24,10,,,
11/04/2024 as of 11/01/2024,Expired,COST 11/01/2024 955.00 C,CALL COSTCO WHSL CORP NE$955 EXP 11/01/24,-10,,,
11/04/2024 as of 11/01/2024,Expired,COST 11/01/2024 845.00 P,PUT COSTCO WHSL CORP NEW$845 EXP 11/01/24,-10,,,
11/04/2024 as of 11/01/2024,Expired,COST 11/01/2024 950.00 C,CALL COSTCO WHSL CORP NE$950 EXP 11/01/24,10,,,
11/04/2024 as of 11/01/2024,Expired,SPXW 11/01/2024 5700.00 P,PUT S & P ...500 INDEX $5700 EXP 11/01/24,10,,,
11/04/2024 as of 11/01/2024,Assigned,TSLA 11/01/2024 240.00 C,CALL TESLA INC $240 EXP 11/01/24,20,,,
11/04/2024 as of 11/01/2024,Assigned,ARM 11/01/2024 136.00 C,CALL ARM HLDGS PLC $136 EXP 11/01/24,10,,,
11/04/2024 as of 11/01/2024,Assigned,ARM 11/01/2024 140.00 C,CALL ARM HLDGS PLC $140 EXP 11/01/24,10,,,
11/04/2024 as of 11/01/2024,Assigned,GLD 11/01/2024 255.00 P,PUT SPDR GOLD TR $255 EXP 11/01/24,10,,,
11/04/2024 as of 11/01/2024,Assigned,NVDA 11/01/2024 140.00 P,PUT NVIDIA CORP $140 EXP 11/01/24,20,,,
11/1/24,Buy to Close,WMT 11/01/2024 82.00 P,PUT WALMART INC $82 EXP 11/01/24,10,$0.07 ,$2.61 ,($72.61)
11/1/24,Buy to Close,SBUX 11/01/2024 99.00 C,CALL STARBUCKS CORP $99 EXP 11/01/24,10,$0.07 ,$2.61 ,($72.61)
11/1/24,Sell,SBUX,STARBUCKS CORP,"1,000",$98.68 ,$2.91 ,"$98,677.09 "
11/1/24,Sell,CVX,CHEVRON CORP NEW,"1,000",$152.69 ,$4.41 ,"$152,686.62 "
11/1/24,Buy to Close,MSFT 02/21/2025 470.00 P,PUT MICROSOFT CORP $470 EXP 02/21/25,10,$60.67 ,$2.61 ,"($60,672.61)"
11/1/24,Sell to Close,MSFT 02/21/2025 450.00 P,PUT MICROSOFT CORP $450 EXP 02/21/25,20,$44.10 ,$7.73 ,"$88,192.27 "
11/1/24,Buy to Close,ULTA 11/01/2024 365.00 P,PUT ULTA BEAUTY INC $365 EXP 11/01/24,10,$0.30 ,$2.61 ,($302.61)
11/1/24,Sell to Open,CVX 11/01/2024 155.00 C,CALL CHEVRON CORP NEW $155 EXP 11/01/24,10,$0.51 ,$2.65 ,$507.35 
11/1/24,Sell to Open,SBUX 11/01/2024 99.00 C,CALL STARBUCKS CORP $99 EXP 11/01/24,10,$0.48 ,$2.65 ,$477.35 
11/1/24,Buy to Close,IWM 11/01/2024 226.00 C,CALL ISHR RUSSELL 2000 $226 EXP 11/01/24,10,$0.01 ,$0.11 ,($10.11)
11/1/24,Sell to Open,GOOGL 11/08/2024 177.50 C,CALL ALPHABET INC $177.5 EXP 11/08/24,10,$0.77 ,$2.66 ,$763.34 
11/1/24,Sell to Open,AMD 11/08/2024 150.00 C,CALL ADVANCED MICRO DEVI$150 EXP 11/08/24,10,$1.30 ,$2.68 ,"$1,297.32 "
11/1/24,Buy to Close,AMD 11/08/2024 157.50 C,CALL ADVANCED MICRO DEVI$157.5 EXP 11/08/24,10,$0.37 ,$2.61 ,($372.61)
11/01/2024 as of 10/31/2024,Assigned,GOOGL 11/01/2024 177.50 P,PUT ALPHABET INC $177.5 EXP 11/01/24,10,,,
11/01/2024 as of 10/31/2024,Buy,GOOGL,ALPHABET INC CLASS A,"1,000",$177.50 ,,"($177,500.00)"
10/30/24,Credit Interest,,SCHWAB1 INT 09/27-10/29,,,,$165.06 
10/30/24,Margin Interest,,INTEREST 09/27THRU 10/29,,,,($85.87)
10/30/24,Sell to Open,NKE 11/08/2024 79.00 C,CALL NIKE INC $79 EXP 11/08/24,10,$0.80 ,$2.66 ,$797.34 
10/30/24,Sell to Open,UAL 11/08/2024 77.00 P,PUT UNITED AIRLINES HLDG$77 EXP 11/08/24,10,$1.19 ,$2.67 ,"$1,185.33 "
10/30/24,Buy to Close,UAL 11/01/2024 74.00 P,PUT UNITED AIRLINES HLDG$74 EXP 11/01/24,10,$0.05 ,$0.11 ,($50.11)
10/30/24,Buy to Close,NKE 11/01/2024 81.00 C,CALL NIKE INC $81 EXP 11/01/24,10,$0.01 ,$0.11 ,($10.11)
10/30/24,Sell to Open,AMD 11/08/2024 157.50 C,CALL ADVANCED MICRO DEVI$157.5 EXP 11/08/24,10,$2.09 ,$2.70 ,"$2,087.30 "
10/30/24,Sell to Open,GOOGL 11/01/2024 177.50 P,PUT ALPHABET INC $177.5 EXP 11/01/24,10,$1.00 ,$2.67 ,$997.33 
10/30/24,Sell to Open,SMCI 11/08/2024 37.00 C,CALL SUPER MICRO COMPUTE$37 EXP 11/08/24,10,$2.00 ,$2.70 ,"$1,997.30 "
10/30/24,Sell to Close,CRM 11/08/2024 267.50 P,PUT SALESFORCE INC $267.5 EXP 11/08/24,10,$0.24 ,$2.65 ,$237.35 
10/30/24,Buy to Close,CRM 11/08/2024 270.00 P,PUT SALESFORCE INC $270 EXP 11/08/24,10,$0.38 ,$2.61 ,($382.61)
10/30/24,Sell to Close,CRM 11/08/2024 315.00 C,CALL SALESFORCE INC $315 EXP 11/08/24,10,$1.01 ,$2.67 ,"$1,007.33 "
10/30/24,Buy to Close,CRM 11/08/2024 312.50 C,CALL SALESFORCE INC $312.5 EXP 11/08/24,10,$1.37 ,$2.61 ,"($1,372.61)"
10/29/24,Sell to Close,NFLX 11/15/2024 670.00 P,PUT NETFLIX INC $670 EXP 11/15/24,10,$0.83 ,$2.66 ,$828.34 
10/29/24,Sell to Close,NFLX 11/15/2024 845.00 C,CALL NETFLIX INC $845 EXP 11/15/24,10,$0.63 ,$2.66 ,$631.34 
10/29/24,Buy to Close,NFLX 11/15/2024 675.00 P,PUT NETFLIX INC $675 EXP 11/15/24,10,$0.99 ,$2.61 ,($989.61)
10/29/24,Buy to Close,NFLX 11/15/2024 840.00 C,CALL NETFLIX INC $840 EXP 11/15/24,10,$0.82 ,$2.61 ,($820.61)
10/29/24,Buy to Open,SPXW 11/01/2024 5695.00 P,PUT S & P ...500 INDEX $5695 EXP 11/01/24,10,$4.26 ,$8.21 ,"($4,268.21)"
10/29/24,Sell to Open,SPXW 11/01/2024 5700.00 P,PUT S & P ...500 INDEX $5700 EXP 11/01/24,10,$4.62 ,$8.21 ,"$4,611.79 "
10/29/24,Buy to Open,SPXW 11/01/2024 5930.00 C,CALL S & P ...500 INDEX $5930 EXP 11/01/24,10,$6.62 ,$8.21 ,"($6,628.21)"
10/29/24,Sell to Open,SPXW 11/01/2024 5925.00 C,CALL S & P ...500 INDEX $5925 EXP 11/01/24,10,$7.56 ,$8.21 ,"$7,551.79 "
10/29/24,Sell to Open,GLD 11/01/2024 255.00 P,PUT SPDR GOLD TR $255 EXP 11/01/24,10,$1.13 ,$2.67 ,"$1,127.33 "
10/29/24,Buy to Close,GLD 10/30/2024 253.00 P,PUT SPDR GOLD TR $253 EXP 10/30/24,10,$0.10 ,$2.61 ,($102.61)
10/29/24,Sell to Open,IWM 11/01/2024 226.00 C,CALL ISHR RUSSELL 2000 $226 EXP 11/01/24,10,$0.62 ,$2.66 ,$617.34 
10/29/24,Buy to Close,IWM 10/29/2024 221.00 C,CALL ISHR RUSSELL 2000 $221 EXP 10/29/24,10,$0.55 ,$2.61 ,($552.61)
10/29/24,Sell to Close,PANW 11/08/2024 352.50 P,PUT PALO ALTO NETWORKS I$352.5 EXP 11/08/24,10,$4.98 ,$2.78 ,"$4,972.22 "
10/29/24,Buy to Close,PANW 11/08/2024 355.00 P,PUT PALO ALTO NETWORKS I$355 EXP 11/08/24,10,$5.69 ,$2.61 ,"($5,693.61)"
10/29/24,Sell to Close,PANW 11/08/2024 400.00 C,CALL PALO ALTO NETWORKS $400 EXP 11/08/24,10,$1.06 ,$2.67 ,"$1,057.33 "
10/29/24,Buy to Close,PANW 11/08/2024 397.50 C,CALL PALO ALTO NETWORKS $397.5 EXP 11/08/24,10,$1.34 ,$2.61 ,"($1,346.61)"
10/29/24,Sell to Close,TSLA 11/15/2024 197.50 P,PUT TESLA INC $197.5 EXP 11/15/24,10,$0.59 ,$2.66 ,$587.34 
10/29/24,Buy to Close,TSLA 11/15/2024 200.00 P,PUT TESLA INC $200 EXP 11/15/24,10,$0.68 ,$2.61 ,($682.61)
10/29/24,Sell to Close,TSLA 11/15/2024 315.00 C,CALL TESLA INC $315 EXP 11/15/24,10,$1.28 ,$2.68 ,"$1,277.32 "
10/29/24,Buy to Close,TSLA 11/15/2024 310.00 C,CALL TESLA INC $310 EXP 11/15/24,10,$1.59 ,$2.61 ,"($1,592.61)"
10/28/24,Sell to Open,GLD 10/30/2024 253.00 P,PUT SPDR GOLD TR $253 EXP 10/30/24,10,$0.95 ,$2.67 ,$947.33 
10/28/2024 as of 10/25/2024,Sell,MSFT,MICROSOFT CORP,"1,000",$422.50 ,$11.92 ,"$422,488.08 "
10/28/2024 as of 10/25/2024,Sell,ADSK,AUTODESK INC,"2,000",$255.00 ,$14.51 ,"$509,985.49 "
10/28/2024 as of 10/25/2024,Sell,JPM,JPMORGAN CHASE & CO,"1,000",$220.00 ,$6.29 ,"$219,993.71 "
10/28/2024 as of 10/25/2024,Sell,GLD,SPDR GOLD TRT ETF,"1,000",$253.00 ,$7.20 ,"$252,992.80 "
10/28/2024 as of 10/25/2024,Buy,AAPL,APPLE INC,"1,000",$232.50 ,,"($232,500.00)"
10/28/2024 as of 10/25/2024,Expired,JPM 10/25/2024 217.50 P,PUT JPMORGAN CHASE & CO $217.5 EXP 10/25/24,-10,,,
10/28/2024 as of 10/25/2024,Expired,ADSK 10/25/2024 252.50 P,PUT AUTODESK INC $252.5 EXP 10/25/24,-20,,,
10/28/2024 as of 10/25/2024,Expired,SBUX 10/25/2024 98.00 C,CALL STARBUCKS CORP $98 EXP 10/25/24,10,,,
10/28/2024 as of 10/25/2024,Assigned,MSFT 10/25/2024 422.50 C,CALL MICROSOFT CORP $422.5 EXP 10/25/24,10,,,
10/28/2024 as of 10/25/2024,Assigned,ADSK 10/25/2024 255.00 C,CALL AUTODESK INC $255 EXP 10/25/24,20,,,
10/28/2024 as of 10/25/2024,Assigned,JPM 10/25/2024 220.00 C,CALL JPMORGAN CHASE & CO$220 EXP 10/25/24,10,,,
10/28/2024 as of 10/25/2024,Assigned,GLD 10/25/2024 253.00 C,CALL SPDR GOLD TR $253 EXP 10/25/24,10,,,
10/28/2024 as of 10/25/2024,Assigned,AAPL 10/25/2024 232.50 P,PUT APPLE INC $232.5 EXP 10/25/24,10,,,
10/25/24,Sell to Open,IWM 10/29/2024 221.00 C,CALL ISHR RUSSELL 2000 $221 EXP 10/29/24,10,$0.71 ,$2.66 ,$707.34 
10/25/24,Buy to Close,IWM 10/25/2024 221.00 C,CALL ISHR RUSSELL 2000 $221 EXP 10/25/24,10,$0.01 ,$0.11 ,($10.11)
10/25/24,Sell to Close,GS 11/15/2024 455.00 P,PUT GOLDMAN SACHS GROUP $455 EXP 11/15/24,10,$1.12 ,$2.67 ,"$1,117.33 "
10/25/24,Buy to Close,GS 11/15/2024 460.00 P,PUT GOLDMAN SACHS GROUP $460 EXP 11/15/24,10,$1.37 ,$2.61 ,"($1,372.61)"
10/25/24,Sell to Close,GS 11/15/2024 585.00 C,CALL GOLDMAN SACHS GROUP$585 EXP 11/15/24,10,$0.31 ,$2.65 ,$307.35 
10/25/24,Buy to Close,GS 11/15/2024 580.00 C,CALL GOLDMAN SACHS GROUP$580 EXP 11/15/24,10,$0.42 ,$2.61 ,($422.61)
10/25/24,Sell to Close,GS 11/08/2024 575.00 C,CALL GOLDMAN SACHS GROUP$575 EXP 11/08/24,10,$0.26 ,$2.65 ,$257.35 
10/25/24,Buy to Close,GS 11/08/2024 570.00 C,CALL GOLDMAN SACHS GROUP$570 EXP 11/08/24,10,$0.38 ,$2.61 ,($382.61)
10/25/24,Buy to Close,GS 11/08/2024 475.00 P,PUT GOLDMAN SACHS GROUP $475 EXP 11/08/24,10,$1.57 ,$2.61 ,"($1,572.61)"
10/25/24,Sell to Close,GS 11/08/2024 470.00 P,PUT GOLDMAN SACHS GROUP $470 EXP 11/08/24,10,$1.19 ,$2.67 ,"$1,187.33 "
10/25/24,Buy to Close,SMCI 10/25/2024 49.00 C,CALL SUPER MICRO COMPUTE$49 EXP 10/25/24,10,$0.03 ,$0.11 ,($30.11)
10/25/24,Journal,,JOURNAL FRM ...711,,,,"$500,000.00 "
10/25/24,Sell to Open,UAL 11/01/2024 74.00 P,PUT UNITED AIRLINES HLDG$74 EXP 11/01/24,10,$0.83 ,$2.66 ,$827.34 
10/25/24,Sell,UAL,UNITED AIRLINES HLDGS,"1,000",$75.66 ,$2.27 ,"$75,657.73 "
10/25/24,Buy to Close,UAL 10/25/2024 73.00 C,CALL UNITED AIRLINES HLD$73 EXP 10/25/24,10,$2.70 ,$2.61 ,"($2,702.61)"
10/25/24,Buy to Close,CVX 10/25/2024 152.50 C,CALL CHEVRON CORP NEW $152.5 EXP 10/25/24,10,$0.09 ,$2.61 ,($92.61)
10/25/24,Sell to Open,WMT 11/01/2024 82.00 P,PUT WALMART INC $82 EXP 11/01/24,10,$0.42 ,$2.65 ,$417.35 
10/25/24,Buy to Close,WMT 10/25/2024 81.00 P,PUT WALMART INC $81 EXP 10/25/24,10,$0.01 ,$0.11 ,($10.11)
10/25/24,Buy to Close,GOOGL 10/25/2024 160.00 P,PUT ALPHABET INC $160 EXP 10/25/24,10,$0.01 ,$0.11 ,($10.11)
10/25/24,Buy to Close,AMD 10/25/2024 160.00 C,CALL ADVANCED MICRO DEVI$160 EXP 10/25/24,10,$0.11 ,$2.61 ,($112.61)
10/25/24,Sell to Open,NVDA 11/01/2024 140.00 P,PUT NVIDIA CORP $140 EXP 11/01/24,20,$1.82 ,$5.38 ,"$3,634.62 "
10/25/24,Buy to Close,NVDA 10/25/2024 137.00 P,PUT NVIDIA CORP $137 EXP 10/25/24,20,$0.03 ,$0.22 ,($60.22)
10/25/24,Sell to Open,ULTA 11/01/2024 365.00 P,PUT ULTA BEAUTY INC $365 EXP 11/01/24,10,$2.67 ,$2.71 ,"$2,667.29 "
10/25/24,Buy to Close,ULTA 10/25/2024 367.50 P,PUT ULTA BEAUTY INC $367.5 EXP 10/25/24,10,$0.10 ,$2.61 ,($102.61)
10/25/2024 as of 10/24/2024,Assigned,NKE 10/25/2024 82.00 P,PUT NIKE INC $82 EXP 10/25/24,10,,,
10/25/2024 as of 10/24/2024,Buy,NKE,NIKE INC CLASS B,"1,000",$82.00 ,,"($82,000.00)"
10/24/24,Buy,TSLA,TESLA INC,"2,000",$257.64 ,,"($515,280.00)"
10/24/24,Buy to Open,TSLA 11/01/2024 237.50 P,PUT TESLA INC $237.5 EXP 11/01/24,20,$1.84 ,$5.22 ,"($3,685.22)"
10/24/24,Sell to Open,TSLA 11/01/2024 240.00 C,CALL TESLA INC $240 EXP 11/01/24,20,$20.22 ,$6.40 ,"$40,433.60 "
10/24/24,Buy to Open,GS 11/15/2024 455.00 P,PUT GOLDMAN SACHS GROUP $455 EXP 11/15/24,10,$0.82 ,$2.61 ,($822.61)
10/24/24,Sell to Open,GS 11/15/2024 460.00 P,PUT GOLDMAN SACHS GROUP $460 EXP 11/15/24,10,$1.01 ,$2.67 ,"$1,007.33 "
10/24/24,Buy to Open,GS 11/15/2024 585.00 C,CALL GOLDMAN SACHS GROUP$585 EXP 11/15/24,10,$0.58 ,$2.61 ,($582.61)
10/24/24,Sell to Open,GS 11/15/2024 580.00 C,CALL GOLDMAN SACHS GROUP$580 EXP 11/15/24,10,$0.77 ,$2.66 ,$767.34 
10/24/24,Buy to Open,TSLA 11/15/2024 197.50 P,PUT TESLA INC $197.5 EXP 11/15/24,10,$0.70 ,$2.61 ,($702.61)
10/24/24,Sell to Open,TSLA 11/15/2024 200.00 P,PUT TESLA INC $200 EXP 11/15/24,10,$0.77 ,$2.66 ,$767.34 
10/24/24,Buy to Open,TSLA 11/15/2024 315.00 C,CALL TESLA INC $315 EXP 11/15/24,10,$2.15 ,$2.61 ,"($2,149.61)"
10/24/24,Sell to Open,TSLA 11/15/2024 310.00 C,CALL TESLA INC $310 EXP 11/15/24,10,$2.48 ,$2.71 ,"$2,477.29 "
10/24/24,Sell to Open,NKE 11/01/2024 81.00 C,CALL NIKE INC $81 EXP 11/01/24,10,$0.48 ,$2.65 ,$477.35 
10/24/24,Sell to Open,IWM 10/25/2024 221.00 C,CALL ISHR RUSSELL 2000 $221 EXP 10/25/24,10,$0.59 ,$2.66 ,$587.34 
10/24/24,Sell to Open,GLD 10/25/2024 253.00 C,CALL SPDR GOLD TR $253 EXP 10/25/24,10,$0.62 ,$2.66 ,$617.34 
10/24/2024 as of 10/23/2024,Buy,GLD,SPDR GOLD SHARES ETF,"1,000",$252.00 ,,"($252,000.00)"
10/24/2024 as of 10/23/2024,Expired,IWM 10/23/2024 222.00 C,CALL ISHR RUSSELL 2000 $222 EXP 10/23/24,10,,,
10/24/2024 as of 10/23/2024,Assigned,GLD 10/23/2024 252.00 P,PUT SPDR GOLD TR $252 EXP 10/23/24,10,,,
10/22/24,Sell to Open,IWM 10/23/2024 222.00 C,CALL ISHR RUSSELL 2000 $222 EXP 10/23/24,10,$0.56 ,$2.66 ,$557.34 
10/22/2024 as of 10/21/2024,Buy,IWM,ISHARES RUSSELL 2000 ETF,"1,000",$225.00 ,,"($225,000.00)"
10/22/2024 as of 10/21/2024,Assigned,IWM 10/21/2024 225.00 P,PUT ISHR RUSSELL 2000 $225 EXP 10/21/24,10,,,
10/21/24,Buy to Open,CRM 11/08/2024 315.00 C,CALL SALESFORCE INC $315 EXP 11/08/24,10,$0.99 ,$2.61 ,($992.61)
10/21/24,Sell to Open,CRM 11/08/2024 312.50 C,CALL SALESFORCE INC $312.5 EXP 11/08/24,10,$1.25 ,$2.67 ,"$1,247.33 "
10/21/24,Sell to Open,CRM 11/08/2024 270.00 P,PUT SALESFORCE INC $270 EXP 11/08/24,10,$1.36 ,$2.68 ,"$1,357.32 "
10/21/24,Buy to Open,CRM 11/08/2024 267.50 P,PUT SALESFORCE INC $267.5 EXP 11/08/24,10,$1.12 ,$2.61 ,"($1,122.61)"
10/21/24,Buy to Open,PANW 11/08/2024 400.00 C,CALL PALO ALTO NETWORKS $400 EXP 11/08/24,10,$3.98 ,$2.61 ,"($3,983.61)"
10/21/24,Sell to Open,PANW 11/08/2024 397.50 C,CALL PALO ALTO NETWORKS $397.5 EXP 11/08/24,10,$4.49 ,$2.76 ,"$4,482.24 "
